,SK_ID_CURR,TARGET,AMT_INCOME_TOTAL,AMT_ANNUITY,AGE,YEARS_EMPLOYED,OWN_CAR_AGE,CNT_FAM_MEMBERS,NAME_EDUCATION_TYPE_Higher education,NAME_EDUCATION_TYPE_Incomplete higher,NAME_EDUCATION_TYPE_Other,NAME_EDUCATION_TYPE_Secondary / secondary special,NAME_FAMILY_STATUS_Civil marriage,NAME_FAMILY_STATUS_Married,NAME_FAMILY_STATUS_Separated,NAME_FAMILY_STATUS_Single / not married,NAME_FAMILY_STATUS_Widow,NAME_CONTRACT_TYPE_Cash loans,NAME_CONTRACT_TYPE_Revolving loans,OCCUPATION_TYPE_Accountants,OCCUPATION_TYPE_Core staff,OCCUPATION_TYPE_Drivers,OCCUPATION_TYPE_HR staff,OCCUPATION_TYPE_High skill tech staff,OCCUPATION_TYPE_IT staff,OCCUPATION_TYPE_Laborers,OCCUPATION_TYPE_Managers,OCCUPATION_TYPE_Medicine staff,OCCUPATION_TYPE_Other,OCCUPATION_TYPE_Private service staff,OCCUPATION_TYPE_Realty agents,OCCUPATION_TYPE_Sales staff,CREDIT_active,CREDIT_MEAN_OVERDUE_active,CREDIT_MEAN_active,proportion_OVERDUE_active,CREDIT_sold,CREDIT_MEAN_OVERDUE_sold,CREDIT_MEAN_sold,proportion_OVERDUE_sold,CREDIT_closed,CREDIT_MEAN_OVERDUE_closed,CREDIT_MEAN_closed,proportion_OVERDUE_closed,CREDIT_bad,CREDIT_MEAN_OVERDUE_bad,CREDIT_MEAN_bad,proportion_OVERDUE_bad,CREDIT_ask,Number_years_Loan_Theorical,INCOME_ANNUITY_RATIO
31163,113075,0,202500.0000000001,17950.500000000007,42.6721536351166,5.089163237311386,0.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,299862.00000000023,0.0,0.0,0.0,0.0,0.0,1.0,0.0,159357.37499999994,0.0,0.0,0.0,0.0,0.0,0.0,15.016294810729509,11.28102281273502
11476,113157,0,112500.00000000004,23697.000000000025,58.17009602194788,1.2949245541838137,0.0,1.0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,214499.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,52852.5,0.0,0.0,0.0,0.0,0.0,0.0,10.748195974173946,4.74743638435245
12201,113349,0,179999.9999999999,50624.99999999995,37.78875171467764,14.26886145404664,0.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,45000.00000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,3.555555555555556
26147,113639,0,139500.00000000003,26963.99999999997,45.22085048010974,3.459533607681756,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,77404.49999999996,20.685747663551403,5.173564753004006
32328,114616,0,225000.0,24511.5,41.294924554183815,1.766803840877915,0.0,3.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,373211.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,222122.25,0.0,0.0,0.0,0.0,0.0,111711.75000000004,15.565265283642372,9.179364787956674
8052,114702,1,225000.0,25987.50000000002,37.30041152263375,12.58710562414266,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,5517.247500000001,293870.25,0.0187744336148351,0.0,0.0,0.0,0.0,1.0,0.0,407250.0000000004,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,8.658008658008658
7677,115100,0,347399.99999999994,42750.00000000005,34.609053497942384,0.186556927297668,3.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,360000.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,236506.5000000002,20.0,8.126315789473685
568,115117,0,202500.0000000001,13499.99999999999,37.65157750342936,13.256515775034291,0.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,248174.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,88380.97500000002,0.0,0.0,0.0,0.0,0.0,224847.0000000001,20.0,15.0
3182,115302,0,269999.99999999977,27972.0,23.11934156378601,2.8669410150891634,7.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,95420.47500000003,0.0,0.0,0.0,0.0,0.0,79740.00000000004,32.98536036036036,9.652509652509652
29298,115482,0,89999.99999999991,33907.49999999996,31.058984910836763,0.5212620027434842,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,113582.34000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92018.99999999996,34.069940278699406,2.6542800265428004
8965,115735,0,202500.0000000001,39933.000000000015,40.38957475994513,4.801097393689986,0.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,122109.74999999996,0.0,0.0,0.0,0.0,0.0,114144.00000000007,25.21523551949516,5.070993914807302
20142,116110,0,134999.99999999997,26315.99999999998,27.561042524005487,4.194787379972565,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,282554.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,1547.3925000000006,195411.94,0.0079186179718598,0.0,0.0,0.0,0.0,176733.9,34.19972640218878,5.1299589603283176
6456,116258,0,179999.9999999999,38331.000000000015,39.68449931412894,8.142661179698218,64.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,162493.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,282988.1249999998,0.0,0.0,0.0,0.0,0.0,104357.25000000006,28.12866870157314,4.69593801361822
17266,116346,0,292499.9999999998,49216.50000000001,30.323731138545952,6.957475994513032,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,470250.0000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,397516.80000000034,0.0,0.0,0.0,0.0,0.0,359796.0000000003,25.14775532595776,5.943128828746457
16625,116450,0,170999.99999999985,26086.500000000004,40.181069958847736,12.556927297668038,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,202500.0000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55228.49999999997,30.99879247886838,6.555114714507504
22403,116534,0,134999.99999999997,28188.000000000004,37.77229080932785,16.631001371742112,15.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,11699.460000000006,45000.00000000002,0.259988,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,161961.29999999993,34.04278416347382,4.789272030651341
1485,116646,0,134999.99999999997,20249.999999999985,39.37448559670782,11.3360768175583,0.0,5.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,692999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,0.0,110610.00000000007,0.0,0.0,0.0,0.0,0.0,292372.49999999977,20.0,6.666666666666667
8489,116708,1,134999.99999999997,30703.49999999998,30.323731138545952,8.145404663923182,0.0,5.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,239984.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,6628.5,243929.9999999999,0.0271737793629319,0.0,0.0,0.0,0.0,168586.19999999992,22.13102740729884,4.396892862377253
17391,117236,0,148499.9999999999,28516.49999999997,28.15912208504801,2.954732510288066,0.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,29421.00000000003,0.0,0.0,0.0,0.0,0.0,360478.5000000001,21.482720530219343,5.207511440744832
22877,117413,0,162000.00000000006,40490.99999999999,30.587105624142666,2.9876543209876543,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,0.0,239181.64312499983,0.0,0.0,0.0,0.0,0.0,1.0,0.0,243898.49999999988,0.0,0.0,0.0,0.0,0.0,73635.5,37.78617470549011,4.000889086463658
32896,117470,0,225000.0,22986.000000000025,31.16323731138546,4.735253772290809,20.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,655539.7500000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,160093.49999999985,0.0,0.0,0.0,0.0,0.0,306478.3846153847,14.878621769772906,9.788566953797964
23040,117534,0,157500.00000000003,22031.999999999975,52.62002743484225,4.56241426611797,4.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,10992.183749999997,151875.0000000001,0.0723765185185185,0.0,0.0,0.0,0.0,1.0,9900.000000000004,90988.65000000002,0.108804779497223,0.0,0.0,0.0,0.0,269600.99999999994,17.31699346405229,7.148692810457517
340,117733,0,134999.99999999997,23683.500000000007,35.179698216735254,7.358024691358024,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,40500.00000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89302.49999999994,0.0,0.0,0.0,0.0,0.0,53862.75000000002,34.20102603078092,5.700171005130154
2208,117887,0,98999.9999999999,11650.499999999996,22.70781893004116,2.4801097393689986,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,244724.28749999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,45174.60000000001,0.0,0.0,0.0,0.0,0.0,288655.72199999995,19.312475859405176,8.497489378138278
20977,118153,0,225000.0,16875.000000000004,39.407407407407405,13.96159122085048,3.0,2.0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,250781.35499999984,0.0,0.0,0.0,0.0,0.0,1.0,8460.000000000002,253102.5000000002,0.03342519335052,0.0,0.0,0.0,0.0,205795.4999999998,20.0,13.333333333333334
18957,118228,0,269999.99999999977,48955.50000000002,28.770919067215363,2.578875171467764,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,247499.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,158773.49999999985,0.0,0.0,0.0,0.0,0.0,135963.00000000006,18.38404265097895,5.515212795293685
1066,118263,0,247499.99999999988,35887.499999999985,56.9519890260631,2.927297668038409,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,126981.00000000004,0.0,0.0,0.0,0.0,0.0,1.0,0.0,287132.62500000006,0.0,0.0,0.0,0.0,0.0,0.0,36.36363636363637,6.896551724137931
7788,118588,0,157500.00000000003,24592.49999999998,30.008230452674898,0.7050754458161865,6.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,283499.99999999977,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,109371.37500000004,20.6768526989936,6.404391582799634
24806,119085,0,134999.99999999997,13526.999999999987,26.88888888888889,3.8573388203017833,7.0,1.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,562499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,0.0,21.58017298735861,9.98003992015968
30128,119360,0,315000.00000000023,19993.499999999996,49.88203017832648,8.748971193415638,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,112580.99999999993,0.0,0.0,0.0,0.0,0.0,1.0,0.0,154888.87500000012,0.0,0.0,0.0,0.0,0.0,95942.24999999994,17.418861129867206,15.755120414134591
1983,119728,0,89999.99999999991,19120.50000000001,54.97393689986283,1.2345679012345678,1.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,221815.12500000003,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62411.88374999999,0.0,0.0,0.0,0.0,0.0,36004.500000000015,37.65591903977406,4.706989879971758
18989,119754,0,134999.99999999997,21726.0,43.09465020576132,13.47599451303155,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,166499.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62211.72000000002,0.0,0.0,0.0,0.0,0.0,128413.49999999993,15.553852526926264,6.2137531068765535
19075,119798,0,202500.0000000001,19125.00000000001,40.12620027434842,11.640603566529492,3.0,4.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,259844.67000000025,0.0,0.0,0.0,0.0,0.0,1.0,0.0,61393.50000000006,0.0,0.0,0.0,0.0,0.0,85731.75000000003,20.0,10.588235294117649
1417,119940,0,179999.9999999999,29700.0,39.256515775034295,14.03840877914952,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,8273.37375,323054.9999999997,0.0256097994149603,0.0,0.0,0.0,0.0,18917.99999999999,30.12681818181818,6.0606060606060606
21158,120248,0,110186.99999999996,25375.500000000025,26.30727023319616,3.558299039780521,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,162000.00000000006,0.0,0.0,0.0,0.0,0.0,1.0,0.0,114993.00000000007,0.0,0.0,0.0,0.0,0.0,0.0,10.640184429863451,4.342259265827274
20361,120400,0,216000.00000000012,29969.999999999985,41.80246913580247,2.957475994513032,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,436500.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,87169.50000000004,0.0,0.0,0.0,0.0,0.0,57946.50000000005,21.35735735735736,7.207207207207207
18635,120597,0,202500.0000000001,37057.49999999997,42.43347050754458,9.09190672153635,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,370500.00000000006,0.0,0.0,0.0,0.0,0.0,1.0,90.00000000000001,173605.5,0.0005184167552295,0.0,0.0,0.0,0.0,106323.50000000007,13.69411050394657,5.46448087431694
19357,120655,0,247499.99999999988,21375.000000000025,28.142661179698216,2.1700960219478738,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,7086.299999999998,121500.00000000007,0.0583234567901234,0.0,0.0,0.0,0.0,1.0,4723.980000000002,245565.0000000001,0.0192371877099749,0.0,0.0,0.0,0.0,0.0,14.694736842105264,11.578947368421051
31692,120753,0,243000.00000000012,38322.000000000015,42.37311385459534,10.899862825788752,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,170999.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,6785.234999999997,89999.99999999991,0.0753915,0.0,0.0,0.0,0.0,0.0,23.602630342883984,6.34100516674495
13329,120820,0,81000.0,30289.49999999997,29.626886145404665,9.41289437585734,11.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,75588.74999999994,0.0,0.0,0.0,0.0,0.0,1.0,19.28571428571428,94352.62500000006,0.0002044003999434,0.0,0.0,0.0,0.0,53172.89999999996,19.31362353290744,2.6741940276333382
32329,120849,0,98999.9999999999,12960.000000000013,27.80521262002744,4.049382716049383,0.0,3.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,113046.52499999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,101473.02562499998,0.0,0.0,0.0,0.0,0.0,433813.5000000001,19.38888888888889,7.638888888888889
36465,120860,0,81000.0,15165.000000000013,32.117969821673526,6.356652949245542,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,8.0,1136.9700000000005,122202.56249999996,0.0093039783842503,0.0,0.0,0.0,0.0,1.0,0.0,65082.46963917526,0.0,0.0,0.0,0.0,0.0,221988.75,14.83679525222552,5.341246290801187
16498,120874,0,225000.0,19125.00000000001,51.44307270233196,0.4005486968449931,0.0,3.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,202500.0000000001,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,126112.50000000007,20.0,11.764705882352942
2098,121209,0,337500.0,58697.99999999995,27.8079561042524,3.6433470507544574,4.0,2.0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,225000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62986.50000000004,8.407390371051825,5.749770009199632
32332,121230,0,157500.00000000003,17491.499999999996,35.20164609053498,10.844993141289438,3.0,2.0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,179999.9999999999,0.0,0.0,0.0,0.0,0.0,1.0,15340.5,277091.18999999977,0.0553626407248819,0.0,0.0,0.0,0.0,163224.00000000006,37.90944172883973,9.004373552868536
8294,121394,0,202500.0000000001,17549.999999999993,29.50891632373114,6.460905349794238,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,132749.99999999988,0.0,0.0,0.0,0.0,0.0,1.0,0.0,118062.0,0.0,0.0,0.0,0.0,0.0,209397.7912499998,30.76923076923077,11.538461538461538
3359,121795,0,67499.99999999994,10125.0,33.05898491083676,1.7530864197530864,7.0,2.0,1,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,19.54125,41399.99999999997,0.0004720108695652,0.0,0.0,0.0,0.0,1.0,2551.706999999999,100343.90000000008,0.0254296175452618,0.0,0.0,0.0,0.0,0.0,20.0,6.666666666666667
24036,121815,0,116999.99999999993,10966.499999999998,37.24279835390946,12.024691358024691,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,392760.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,55345.55062500002,0.0,0.0,0.0,0.0,0.0,68719.5,26.67213787443578,10.668855149774313
30153,121873,0,134999.99999999997,18904.5,51.37448559670782,1.176954732510288,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,75.0,131252.14285714287,0.0005714192421348,0.0,0.0,0.0,0.0,195554.99999999997,17.29873839562009,7.141156867412521
5482,122025,0,112500.00000000004,13499.99999999999,24.323731138545952,4.930041152263375,0.0,1.0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,269999.99999999977,0.0,0.0,0.0,0.0,0.0,1.0,0.0,23980.500000000004,0.0,0.0,0.0,0.0,0.0,24966.000000000025,20.0,8.333333333333334
4671,122315,0,202500.0000000001,39604.5,41.63511659807956,0.7078189300411523,13.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,437018.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,3109.5,223454.99999999985,0.013915553467141,0.0,0.0,0.0,0.0,287359.6499999998,34.08703556414044,5.113055334621066
11765,122551,0,216000.00000000012,13810.500000000002,54.49108367626887,16.08230452674897,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,430242.0975,0.0,0.0,0.0,0.0,0.0,1.0,3923.76,99392.78571428568,0.0394773118773351,0.0,0.0,0.0,0.0,428444.3571428571,33.88725969371131,15.640273704789834
26209,122680,0,157500.00000000003,16713.000000000004,31.49519890260631,1.9259259259259256,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,130398.75,0.0,0.0,0.0,0.0,0.0,1.0,0.0,294182.325,0.0,0.0,0.0,0.0,0.0,53221.49999999997,15.239633817985998,9.42380183091007
3631,122843,1,71999.99999999999,16852.500000000015,29.964334705075444,2.551440329218107,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,105750.00000000007,0.0,0.0,0.0,0.0,0.0,1.0,0.0,25306.38000000001,0.0,0.0,0.0,0.0,0.0,174651.0000000001,20.40053404539385,4.272363150867824
35826,123104,0,89999.99999999991,10574.999999999993,34.161865569272976,14.340192043895748,10.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,354825.00000000035,0.0,0.0,0.0,0.0,0.0,1.0,0.0,160583.0600000001,0.0,0.0,0.0,0.0,0.0,18982.499999999996,9.40936170212766,8.51063829787234
25505,123175,0,126000.00000000004,23643.0,37.15500685871056,16.567901234567902,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,285254.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,152924.62500000012,0.0,0.0,0.0,0.0,0.0,0.0,18.333460220784165,5.329272934906737
6371,123348,0,58500.00000000002,19998.00000000002,29.47873799725652,3.2647462277091908,0.0,4.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,267430.8375,0.0,0.0,0.0,0.0,0.0,1.0,0.0,37030.538571428566,0.0,0.0,0.0,0.0,0.0,67342.49999999999,33.97839783978398,2.9252925292529253
20061,123562,0,193500.0000000001,35540.99999999998,31.530864197530864,4.513031550068587,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,5.0,0.0,149990.40000000005,0.0,0.0,0.0,0.0,0.0,1.0,0.0,85475.412,0.0,0.0,0.0,0.0,0.0,241722.74999999988,25.214737908331223,5.4444163079260575
29278,123697,0,130500.0,13499.99999999999,26.71056241426612,5.017832647462277,0.0,2.0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4.0,0.0,101540.11500000008,0.0,0.0,0.0,0.0,0.0,1.0,0.0,62460.00000000002,0.0,0.0,0.0,0.0,0.0,103139.99999999993,20.0,9.666666666666666
35009,123748,0,292499.9999999998,36459.0,29.36076817558299,5.832647462277092,5.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,0.0,121500.00000000007,0.0,0.0,0.0,0.0,0.0,1.0,4922.684999999998,227298.85714285693,0.0216573240265176,0.0,0.0,0.0,0.0,95382.00000000007,20.71340409775364,8.022710441866206
29934,123783,1,112500.00000000004,34582.5,42.22770919067215,11.599451303155009,0.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,203624.99999999985,0.0,0.0,0.0,0.0,0.0,1.0,0.0,89859.375,0.0,0.0,0.0,0.0,0.0,45130.5,30.14703968770332,3.2530904359141184
25889,123962,0,202500.0000000001,30730.50000000001,39.25925925925926,3.3004115226337447,6.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,427499.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,0.0,213173.20588235316,0.0,0.0,0.0,0.0,0.0,255199.05000000025,16.277346610045395,6.58954458925172
6975,124236,0,112500.00000000004,23107.50000000001,22.92455418381344,1.4705075445816187,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,7177.499999999996,0.0,0.0,0.0,0.0,0.0,1.0,0.0,22500.0,0.0,0.0,0.0,0.0,0.0,46260.75,19.474196689386563,4.868549172346641
28575,124310,0,134999.99999999997,12563.999999999996,59.74211248285322,2.156378600823045,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,3.0,8385.69,259084.49999999997,0.032366621700642,0.0,0.0,0.0,0.0,1.0,1552.4999999999998,24894.5175,0.0623631287491312,0.0,0.0,0.0,0.0,129035.2499999999,17.908309455587393,10.744985673352437
14400,124422,0,211499.99999999985,30842.999999999996,32.13991769547325,0.4773662551440329,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,148050.00000000015,0.0,0.0,0.0,0.0,0.0,1.0,4117.500000000002,99905.3999999999,0.0412139884330576,0.0,0.0,0.0,0.0,0.0,30.63904289466005,6.857309600233441
33769,124447,0,292499.9999999998,56092.50000000005,44.44718792866941,7.643347050754458,0.0,2.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2.0,0.0,445185.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,189008.9999999999,19.53951062976334,5.214600882470919
18054,124499,0,202500.0000000001,39298.50000000002,30.877914951989027,8.35116598079561,23.0,3.0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,449999.9999999998,0.0,0.0,0.0,0.0,0.0,1.0,10332.000000000007,236250.00000000023,0.0437333333333333,0.0,0.0,0.0,0.0,255315.6,30.15687621664949,5.152868430092751
17463,124637,0,134999.99999999997,12334.500000000004,25.8244170096022,0.5816186556927297,0.0,1.0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1.0,0.0,105030.00000000004,0.0,0.0,0.0,0.0,0.0,1.0,4.23,162308.25000000006,2.6061521826524533e-05,0.0,0.0,0.0,0.0,107030.70000000006,18.241517694272165,10.944910616563298
